film_id,genre,release_date,title,length,rental_cost
408,comedy,1981-03-04,Inside message something back important well discussion save.,2.77,6.64
409,documentary,2018-01-09,Country hit range tonight drop.,2.39,6.14
410,comedy,1986-03-26,Cold social help country thought.,0.71,6.76
411,documentary,1986-07-13,Shoulder make public high sometimes.,0.41000000000000003,8.61
412,documentary,2020-06-20,Mission TV sure girl.,2.19,1.15
413,romance,1982-04-02,Suddenly heavy trip control.,1.94,0.6
414,documentary,1994-02-12,Economic course what road.,3.14,4.17
415,documentary,1997-12-03,Start opportunity financial second activity policy peace.,3.06,9.98
416,romance,1998-11-27,Leader suggest air college less seek fly along.,1.43,1.16
417,documentary,2008-02-08,Fight could mind any speak catch.,2.99,8.67
418,romance,2006-08-18,Analysis voice recent receive ask heart section audience.,0.2,9.37
419,romance,2019-06-18,Can teach brother happy red itself that.,1.8499999999999999,6.45
420,scifi,1988-12-08,Record court standard for sit whole arrive.,1.52,0.36
421,documentary,2020-11-28,Station yard until actually.,0.34,1.67
422,comedy,1991-05-05,Argue mouth subject.,1.9,0.76
423,documentary,1984-02-03,Culture stage top learn.,0.8400000000000001,9.13
424,scifi,2014-06-07,Part your town answer sign discussion.,1.4,4.37
425,romance,1985-06-09,Pressure article I pay.,2.12,3.49
426,documentary,2005-06-08,Form never cell wrong.,3.0,9.06
427,documentary,2008-08-05,Bar kind similar she science language.,0.74,8.91
428,comedy,1987-11-03,Minute section seven system federal deal same.,2.29,4.8
429,documentary,2013-07-29,Ground image project north ok foot.,1.16,2.53
430,comedy,2015-12-30,Pattern use defense instead simply.,2.48,1.67
431,scifi,1991-05-10,Trip quality good.,2.79,4.97
432,scifi,1998-12-29,Poor recognize mind opportunity answer.,2.1,7.29
433,documentary,2018-09-20,Factor hot moment record.,0.44,6.39
434,documentary,1985-09-10,Almost themselves floor white threat commercial.,0.6699999999999999,6.68
435,comedy,2012-06-06,Capital window good learn.,1.25,2.37
436,documentary,1980-12-31,For push fill need reflect attack.,2.6300000000000003,8.3
437,scifi,1990-10-16,Foot middle someone daughter allow.,1.8299999999999998,9.76
438,romance,1998-10-25,Consumer leave away government technology pattern.,2.7,6.17
439,scifi,1998-02-10,Parent buy per remain economy.,1.3599999999999999,0.58
440,documentary,2002-07-06,Third response action increase billion.,1.99,8.41
441,documentary,1978-07-01,Street certainly hand.,1.95,3.74
442,documentary,2014-07-19,Best score rich born seek.,0.4,1.61
443,romance,2008-10-08,Whole rock why little case risk.,1.6099999999999999,4.96
444,comedy,1992-11-24,Firm commercial year sure.,1.77,3.15
445,documentary,2002-02-27,Civil method all defense respond speak.,1.8699999999999999,3.59
446,scifi,2012-11-16,Field family message must serve job.,1.78,3.21
447,scifi,2008-03-02,Although year do.,0.22,4.57
448,documentary,2017-04-30,Another morning wonder right.,1.54,3.69
449,comedy,2001-08-24,Phone pressure affect alone similar hand wall then.,2.29,2.26
450,comedy,1997-01-25,Decade foot product investment need.,1.8399999999999999,8.85
451,comedy,1992-10-01,Level soldier rich trade indeed.,1.3399999999999999,3.68
452,scifi,2020-01-05,City around cut possible wait compare believe.,2.31,2.25
453,documentary,2009-09-08,Somebody least there late executive protect city dark.,0.78,0.92
454,comedy,1995-08-05,Six play see major watch black.,2.3200000000000003,6.08
455,romance,1980-05-01,Today sit situation without growth before.,1.81,7.78
456,scifi,2004-11-02,Skill money realize opportunity yes minute according.,1.22,3.09
457,scifi,2019-11-15,Site network Democrat picture chance page to.,0.33,9.55
458,romance,1996-11-23,Work speech live technology if likely.,2.5,3.67
459,scifi,1986-05-18,Trip technology window manager night serious five.,2.3800000000000003,4.02
460,scifi,2012-04-19,Common course provide eat true tonight now door.,1.47,1.47
461,romance,1984-08-21,Family send order summer movement.,1.93,2.94
462,scifi,2011-08-31,Arm situation beat thus team.,0.76,9.08
463,scifi,2015-01-01,Ready they direction single.,0.35,5.49
464,romance,1987-05-29,Author help great fast attention court husband.,2.3200000000000003,6.63
465,scifi,2001-07-28,Fall south win hotel join hit study team.,0.56,3.05
466,documentary,1987-05-16,Seven father air language themselves necessary successful.,2.14,7.62
467,romance,1980-06-15,Financial rather eat.,1.3299999999999998,6.75
468,comedy,1997-02-13,Option leave rise grow interesting.,2.6300000000000003,9.17
469,comedy,2021-05-29,Prove perhaps size executive more concern.,0.8999999999999999,3.42
470,romance,1978-11-12,Government view once some lawyer.,1.3599999999999999,5.4
471,romance,2012-10-26,Set increase book tonight provide structure either blood.,1.64,0.19
472,documentary,1992-07-07,Common value pattern cost rate statement technology.,2.7600000000000002,8.09
473,comedy,2004-09-30,Eight reach gun phone size likely.,2.46,9.92
474,documentary,1979-01-14,Above increase economy once base hold.,1.55,8.57
475,comedy,1985-12-17,Live meeting still girl tree.,0.52,0.16
476,scifi,1999-08-25,Prove ability detail against sense mean big several.,2.2,2.43
477,comedy,2010-05-04,Newspaper together resource consumer remember nor challenge a.,2.2800000000000002,0.93
478,comedy,2014-10-23,Form seat institution drug tonight.,1.93,0.9
479,documentary,2018-01-20,Street play develop against where.,1.21,1.92
480,scifi,1991-09-14,Cost human girl open.,0.39,6.57
481,scifi,2012-02-03,Like popular often expect direction attorney build.,0.37,3.13
482,scifi,2007-12-21,Act foreign water low lay.,0.38,8.27
483,scifi,2003-01-24,Car recent easy necessary table Mrs.,1.52,8.64
484,romance,1988-01-20,Game seat another us goal talk.,0.8200000000000001,0.51
485,documentary,2013-12-08,Support him grow return education too factor.,2.22,1.71
486,scifi,2010-11-26,Former card century car list himself.,2.5,4.0
487,documentary,1991-11-08,Wait message carry individual movie.,2.08,7.74
488,comedy,2015-06-02,Speech unit serve suggest piece.,2.73,7.09
489,romance,2013-06-13,Lead event much maintain southern.,1.4,4.92
490,documentary,2014-09-15,Read capital change dog political law know.,1.14,7.8
491,comedy,1982-05-16,Five at forward old mention actually.,1.4,3.29
492,romance,2017-07-02,Seem woman project serious cost.,1.75,1.1
493,comedy,1989-12-23,Everybody consider letter pick example really different.,1.12,4.86
494,documentary,1999-12-29,Heart amount act study.,0.81,8.79
495,romance,1978-08-01,Somebody short believe response forget staff.,1.21,0.53
496,documentary,2010-09-13,Material medical what eye range tell.,2.46,7.88
497,romance,1996-10-27,Simple region write build turn.,0.6000000000000001,7.81
498,romance,1991-05-26,Family make final about newspaper her enter.,2.73,1.19
499,comedy,1984-05-02,Perhaps for if reach party.,1.79,2.02
500,comedy,1993-09-18,Nature time add parent amount miss.,2.3600000000000003,3.9
501,comedy,2015-02-11,Believe fact everyone quickly.,2.27,0.41
502,documentary,2017-07-11,Development lose hundred surface new.,2.09,0.36
503,comedy,2006-06-25,Per kitchen adult perform.,1.5999999999999999,7.52
504,romance,2008-08-04,Account tend cultural avoid magazine girl ten.,2.62,8.68
505,scifi,2002-09-11,Energy Democrat none road they.,2.64,2.86
506,documentary,1987-07-27,Level hold process.,0.28,0.17
507,romance,1988-02-03,Common light road magazine perhaps military.,2.79,9.59
508,comedy,2018-05-04,Small maintain girl choose employee.,1.94,4.27
509,scifi,2009-02-02,Camera international marriage need.,0.38,0.19
510,scifi,2001-05-18,Experience culture impact task.,0.8300000000000001,1.23
511,comedy,1988-08-06,Audience show hard.,0.62,8.92
512,documentary,2007-11-29,Statement agree offer student clearly could.,2.97,9.9
513,comedy,2003-11-10,Within new national speak.,1.76,9.42
514,scifi,2009-12-21,Remember no term.,1.8699999999999999,2.58
515,romance,1978-05-21,Certain away bank pattern quickly few.,0.8899999999999999,4.8
516,comedy,2002-10-04,Sport financial collection today seat.,2.3200000000000003,1.43
517,scifi,1977-12-30,Drop whether window senior establish class paper.,1.95,9.43
518,scifi,1990-02-08,Dream network positive about drop.,1.29,7.77
519,scifi,1977-04-14,Work inside almost both player than.,0.44,7.72
520,documentary,2007-01-04,First answer different one still concern brother what.,1.44,8.52
521,scifi,1996-06-22,Ability difficult drug after away.,1.71,3.31
522,romance,1980-02-18,These never discuss physical teach.,2.93,5.49
523,comedy,1998-12-22,Official recent call including article more senior voice.,2.08,9.69
524,documentary,2021-03-04,Assume industry worry worry support real bit.,1.3399999999999999,4.57
525,documentary,2015-06-18,Game author Mrs officer religious.,1.23,1.63
526,documentary,1991-06-20,Production major will friend source oil view.,0.77,7.6
527,comedy,1999-09-15,Drive or anyone direction miss.,3.06,1.0
528,comedy,2004-04-17,Article themselves someone film.,1.41,2.66
529,romance,2007-01-22,Picture kind find travel serious.,0.96,6.76
530,documentary,2020-08-29,Skill church identify eight very.,0.97,8.59
531,romance,2001-01-05,Suffer usually me long issue one cold western.,1.25,6.88
532,comedy,2012-12-18,Clear southern least tree community gun.,2.3000000000000003,8.01
533,romance,2012-08-12,National second word these response car.,0.39,9.2
534,documentary,2005-09-17,They night few develop situation compare.,2.45,8.93
535,scifi,1995-12-07,Concern another model week best occur newspaper decide.,1.39,1.92
536,romance,2016-02-02,Always news majority party.,2.87,2.93
537,scifi,2004-06-24,Dinner woman factor.,0.8200000000000001,2.98
538,scifi,2012-01-12,Ahead national low need strong buy well within.,2.6,0.11
539,comedy,1996-05-01,Use measure pressure kitchen point international.,1.7,1.12
540,romance,1996-12-15,Chair red start forward teacher.,0.4,3.6
541,comedy,2019-10-29,Bit tree join south end ready environment.,1.3599999999999999,2.75
542,romance,1985-05-13,Other language health discover.,2.0500000000000003,1.81
543,documentary,2020-06-07,Medical year student never daughter develop control.,2.5100000000000002,3.92
544,scifi,1981-11-23,Member involve good hot.,3.18,5.71
545,comedy,2010-05-29,Actually great across today.,0.30000000000000004,9.7
546,comedy,1986-12-06,Consider wish represent agent effort measure keep.,2.72,7.41
547,documentary,2013-08-20,As one worker traditional hospital main.,2.7800000000000002,6.33
548,documentary,2000-01-10,Military man money force approach finally rock.,0.5,4.6
549,romance,2009-07-02,Create person now late push window.,1.5799999999999998,4.79
550,scifi,1981-05-14,Offer ready play argue challenge trouble plant house.,3.0900000000000003,7.02
551,comedy,2017-09-28,Campaign candidate task operation information town executive defense.,2.66,8.96
552,documentary,1993-07-13,Stand reason subject say law author hard.,0.6799999999999999,8.83
553,comedy,1990-03-03,Single learn to gun senior whatever tend.,2.6500000000000004,3.91
554,comedy,2012-08-11,Gun age so strategy although.,2.99,9.71
555,scifi,2005-03-09,Bank three kid shoulder traditional wish open.,0.98,9.83
556,romance,1991-11-12,Government behavior employee word.,1.14,2.57
557,comedy,2008-01-23,Relate base occur.,3.08,1.6
558,comedy,2004-05-28,Eye very major glass after sign.,1.03,4.94
559,comedy,1987-03-31,My decide factor involve authority.,1.73,3.9
560,scifi,2016-05-06,Subject so might next window.,3.0300000000000002,8.02
561,comedy,2002-08-07,Past candidate whether trade enough various.,0.41000000000000003,2.22
562,comedy,2001-12-10,Computer design girl guess fast.,0.99,3.23
563,comedy,1982-06-19,Hour there top player.,1.0,1.57
564,scifi,1978-09-03,Safe give me shake smile involve.,0.49,5.06
565,documentary,1999-04-08,Feel physical true.,2.21,7.65
566,scifi,1981-03-27,Citizen change window explain find enough couple.,1.05,5.8
567,scifi,1993-01-27,Major individual sea society base eight bring.,1.54,8.96
568,comedy,1989-07-11,Remain expert newspaper paper clearly current.,1.07,8.64
569,documentary,1995-03-28,Thus understand specific increase level.,2.21,0.65
570,comedy,2020-07-07,Join five rich wrong total political.,0.49,9.26
571,comedy,1997-11-13,Fund quality role investment.,3.0500000000000003,9.06
572,comedy,1987-03-11,Fish produce white truth goal.,3.06,8.64
573,romance,1996-01-07,Top bed watch moment almost.,1.75,0.62
574,comedy,1981-08-25,Any key bit send natural financial might past.,2.0300000000000002,5.78
575,scifi,2013-10-28,Although style cost ground.,0.36,5.12
576,comedy,2008-09-27,Professor second daughter force.,1.41,7.68
577,romance,1977-02-12,Put quality group every skill.,0.75,3.91
578,documentary,1980-05-14,Voice under provide occur provide somebody short.,1.4,0.21
579,scifi,1989-02-14,Easy together big think.,2.6900000000000004,1.22
580,scifi,2001-06-02,Lose story into specific probably scene.,2.5,4.05
581,comedy,2000-09-16,Sound represent bring garden read.,0.8899999999999999,7.05
582,comedy,2018-11-21,Word require stock although character modern environment summer.,1.8399999999999999,7.56
583,romance,1979-05-16,Prepare hear even sort group ten.,1.97,0.98
584,documentary,2001-06-16,Teach send personal product where bed.,0.76,3.76
585,romance,1986-01-22,Bring believe yes arrive account room me policy.,1.55,4.17
586,comedy,2016-01-02,Interest candidate give partner two street town.,0.5,8.13
587,romance,2005-01-06,Water herself decade suddenly factor.,2.0500000000000003,4.72
588,scifi,2017-01-30,National remember read key foreign rather half.,2.02,4.36
589,comedy,2014-03-26,Wait understand another data successful.,0.6000000000000001,3.36
590,romance,1986-02-22,Choice shoulder reason shake believe Mr.,0.8800000000000001,1.51
591,comedy,2003-04-06,Section whom environmental turn computer southern stuff.,2.43,6.93
592,scifi,1993-05-28,Test win would what.,1.15,6.51
593,romance,2019-10-19,State phone business record news majority reveal himself.,2.46,3.7
594,romance,2015-01-30,Often yourself assume attention another.,0.8400000000000001,5.05
595,romance,1980-10-11,Us rock shoulder thank purpose light picture.,0.8,9.35
596,scifi,2004-12-26,My interesting state soldier figure best.,0.74,0.94
597,romance,1995-07-28,Although could employee product tonight affect heavy.,3.12,4.54
598,comedy,1992-05-07,Case list standard everybody blood make Congress.,1.12,4.5
599,romance,1997-06-12,Gun south improve tonight meet.,3.1100000000000003,5.84
600,documentary,2014-06-05,Energy consider late start table machine.,0.78,1.83
601,romance,2003-11-01,Time young have arrive employee week.,2.41,5.18
602,scifi,1994-11-18,Customer impact what hospital.,0.8999999999999999,9.19
603,documentary,2008-05-16,There boy machine newspaper town sometimes.,2.96,5.69
604,romance,1984-10-30,Shake play share short arm rule.,1.88,2.03
